county_fips,state_fips,never,rarely,sometimes,frequently,always
49005,49000,9.0%,10.8%,8.0%,31.0%,41.1%
49007,49000,10.7%,13.4%,11.4%,29.3%,35.3%
49009,49000,9.1%,29.6%,10.2%,33.0%,18.1%
49011,49000,3.5%,5.5%,7.7%,31.4%,51.8%
49013,49000,5.1%,25.9%,3.3%,46.9%,18.8%
49015,49000,12.2%,10.9%,10.6%,23.9%,42.4%
49017,49000,6.2%,5.6%,23.2%,26.4%,38.6%
49019,49000,5.6%,11.1%,9.8%,17.6%,55.8%
49021,49000,6.5%,3.6%,22.0%,26.2%,41.7%
49023,49000,33.5%,2.3%,7.9%,19.3%,36.9%
49025,49000,6.1%,4.1%,22.6%,22.7%,44.5%
49027,49000,43.2%,2.3%,8.8%,17.1%,28.6%
49029,49000,9.2%,15.5%,5.3%,37.0%,33.0%
49031,49000,9.7%,6.1%,26.6%,30.0%,27.6%
49033,49000,7.7%,11.3%,6.2%,32.7%,42.1%
49035,49000,2.8%,3.2%,9.4%,20.2%,64.4%
49037,49000,4.0%,6.4%,4.2%,21.0%,64.4%
49039,49000,10.7%,4.3%,10.4%,27.3%,47.3%
49041,49000,15.2%,9.6%,17.1%,30.0%,28.2%
49043,49000,1.8%,10.0%,5.4%,17.7%,65.1%
49045,49000,0.2%,11.4%,14.1%,21.2%,53.2%
49047,49000,12.1%,26.9%,4.6%,38.9%,17.5%
49049,49000,6.8%,3.5%,19.5%,24.4%,45.8%
49051,49000,3.9%,6.3%,5.6%,25.4%,58.8%
49053,49000,3.4%,5.6%,12.3%,26.9%,51.8%
49055,49000,6.8%,12.9%,11.4%,26.9%,42.0%
49057,49000,6.6%,8.9%,7.2%,28.7%,48.6%
50001,50000,2.9%,4.5%,8.6%,13.9%,70.2%
50003,50000,2.8%,5.8%,6.1%,8.4%,77.0%
50005,50000,7.6%,12.1%,7.8%,15.4%,57.0%
50007,50000,3.1%,7.0%,6.5%,11.5%,71.8%
50009,50000,5.4%,7.5%,8.3%,15.8%,63.1%
50011,50000,4.2%,5.8%,5.6%,13.4%,71.0%
50013,50000,3.1%,3.9%,8.8%,11.3%,72.9%
50015,50000,2.7%,18.1%,6.2%,14.1%,59.0%
50017,50000,2.9%,9.5%,7.3%,10.7%,69.6%
50019,50000,7.0%,17.4%,6.1%,14.9%,54.6%
50021,50000,3.1%,3.7%,8.8%,20.5%,63.9%
50023,50000,5.1%,19.0%,10.4%,5.0%,60.4%
50025,50000,7.5%,3.1%,3.5%,15.1%,70.8%
50027,50000,6.1%,5.5%,3.0%,22.7%,62.7%
51001,51000,0.1%,1.9%,5.5%,10.0%,82.4%
51003,51000,2.3%,2.2%,5.4%,9.3%,81.0%
51005,51000,14.5%,3.4%,12.3%,17.4%,52.5%
51007,51000,1.3%,6.9%,11.6%,13.0%,67.2%
51009,51000,6.4%,3.3%,7.4%,20.4%,62.5%
51011,51000,6.3%,1.8%,10.5%,20.4%,61.0%
51013,51000,1.0%,1.8%,3.5%,18.7%,75.0%
51015,51000,2.9%,3.7%,6.1%,17.3%,70.1%
51017,51000,9.9%,4.5%,12.1%,16.5%,57.0%
51019,51000,5.2%,9.0%,11.5%,24.8%,49.5%
51021,51000,8.1%,11.4%,20.0%,16.6%,44.0%
51023,51000,4.3%,7.9%,10.6%,22.1%,55.1%
51025,51000,0.6%,0.3%,15.8%,14.5%,68.8%
51027,51000,3.7%,9.9%,21.9%,18.1%,46.3%
51029,51000,2.0%,1.0%,12.4%,13.2%,71.4%
51031,51000,7.0%,4.0%,8.3%,22.2%,58.5%
51033,51000,4.7%,3.2%,3.1%,14.0%,75.0%
51035,51000,6.4%,7.3%,8.4%,28.5%,49.6%
51036,51000,1.7%,2.0%,10.3%,17.7%,68.3%
51037,51000,8.4%,2.5%,14.8%,13.3%,61.0%
51041,51000,2.6%,3.0%,8.0%,21.6%,64.9%
51043,51000,1.3%,3.6%,5.7%,15.4%,74.0%
51045,51000,1.7%,2.2%,14.8%,18.2%,63.2%
51047,51000,5.3%,6.8%,1.3%,21.3%,65.3%
51049,51000,1.2%,5.5%,9.8%,13.7%,69.9%
51051,51000,3.1%,12.9%,12.9%,18.2%,52.8%
51053,51000,2.2%,1.6%,10.4%,19.3%,66.4%
51057,51000,1.6%,8.1%,18.1%,16.0%,56.3%
51059,51000,1.8%,1.6%,5.4%,16.3%,74.8%
51061,51000,4.0%,1.3%,4.2%,13.3%,77.2%
51063,51000,7.9%,6.3%,9.2%,25.6%,51.0%
51065,51000,3.7%,1.4%,7.7%,10.0%,77.2%
51067,51000,7.4%,9.8%,6.9%,18.9%,57.0%
51069,51000,2.6%,4.8%,4.8%,26.4%,61.4%
51071,51000,6.6%,9.0%,14.0%,13.7%,56.7%
51073,51000,0.3%,0.4%,3.5%,23.4%,72.4%
51075,51000,3.4%,4.3%,6.5%,9.7%,76.1%
51077,51000,14.1%,6.5%,7.0%,19.6%,52.7%
51079,51000,1.1%,3.8%,5.2%,15.3%,74.7%
51081,51000,1.4%,0.2%,14.5%,15.8%,68.1%
51083,51000,9.2%,2.8%,7.2%,16.5%,64.3%
51085,51000,4.3%,5.2%,8.7%,25.0%,56.8%
51087,51000,4.0%,3.7%,7.1%,19.1%,66.2%
51089,51000,6.3%,8.5%,13.2%,15.4%,56.6%
51091,51000,5.9%,4.1%,10.3%,19.7%,59.9%
51093,51000,3.9%,5.5%,5.9%,27.7%,56.9%
51095,51000,0.6%,0.8%,0.5%,23.1%,75.0%
51097,51000,0.7%,4.1%,14.9%,19.1%,61.2%
51099,51000,15.1%,4.4%,8.6%,5.3%,66.6%
51101,51000,1.2%,7.2%,20.1%,16.9%,54.6%
51103,51000,0.1%,2.2%,12.1%,17.8%,67.8%
51105,51000,10.7%,13.5%,7.2%,10.4%,58.2%
51107,51000,1.4%,1.2%,3.8%,17.3%,76.3%
51109,51000,2.5%,4.5%,3.6%,14.6%,74.8%
51111,51000,6.8%,0.6%,13.4%,14.3%,64.9%
51113,51000,1.7%,9.7%,6.4%,15.4%,66.8%
51115,51000,0.1%,0.1%,4.9%,19.0%,76.0%
51117,51000,6.3%,2.2%,12.8%,14.0%,64.8%
51119,51000,0.1%,0.4%,10.3%,23.7%,65.4%
51121,51000,5.6%,4.2%,9.0%,17.1%,64.0%
51125,51000,1.1%,1.5%,10.6%,16.7%,70.1%
51127,51000,0.8%,3.5%,7.9%,17.0%,70.8%
51131,51000,0.1%,3.7%,8.9%,11.2%,76.1%
51133,51000,1.7%,3.8%,9.5%,14.1%,71.0%
51135,51000,4.4%,1.4%,9.9%,18.2%,66.1%
51137,51000,3.3%,13.2%,3.8%,15.3%,64.3%
51139,51000,2.5%,5.2%,23.7%,16.6%,52.0%
51141,51000,4.2%,9.8%,16.6%,20.3%,49.1%
51143,51000,10.6%,4.5%,14.7%,13.5%,56.7%
51145,51000,1.2%,9.2%,7.4%,16.2%,66.0%
51147,51000,5.9%,0.9%,13.8%,15.4%,64.0%
51149,51000,3.3%,3.3%,12.7%,18.9%,61.9%
51153,51000,4.7%,2.7%,5.5%,11.0%,76.1%
51155,51000,8.3%,5.5%,16.6%,17.3%,52.3%
51157,51000,2.3%,1.9%,7.7%,16.4%,71.7%
51159,51000,1.5%,7.0%,10.9%,16.7%,64.0%
51161,51000,6.5%,4.5%,7.7%,20.5%,60.7%
51163,51000,1.5%,11.2%,6.8%,13.0%,67.5%
51165,51000,3.4%,6.2%,13.9%,21.2%,55.3%
51167,51000,8.2%,13.7%,21.2%,24.0%,32.9%
51169,51000,7.4%,12.4%,12.1%,15.7%,52.3%
51171,51000,2.3%,3.9%,13.6%,28.8%,51.4%
51173,51000,8.7%,7.9%,23.7%,18.2%,41.5%
51175,51000,1.9%,1.3%,6.3%,21.6%,69.0%
51177,51000,5.0%,1.9%,3.0%,11.5%,78.5%
51179,51000,4.5%,3.5%,9.7%,9.5%,72.8%
51181,51000,0.6%,2.1%,0.3%,24.9%,72.1%
51183,51000,1.2%,1.2%,6.0%,21.8%,69.8%
51185,51000,6.2%,10.4%,26.4%,16.0%,41.0%
51187,51000,2.7%,1.7%,8.8%,20.0%,66.9%
51191,51000,12.3%,9.9%,14.4%,26.6%,36.8%
51193,51000,7.9%,3.6%,12.7%,12.7%,63.1%
51195,51000,2.5%,7.5%,9.9%,15.8%,64.3%
51197,51000,9.6%,7.5%,17.2%,21.0%,44.7%
51199,51000,0.6%,2.1%,2.4%,16.2%,78.6%
51510,51000,3.2%,2.0%,6.5%,17.0%,71.2%
51520,51000,17.4%,12.5%,7.5%,27.3%,35.2%
51530,51000,1.8%,15.0%,6.8%,12.5%,63.9%
51540,51000,2.3%,1.9%,5.0%,7.5%,83.3%
51550,51000,1.8%,2.5%,9.5%,18.2%,68.0%
51570,51000,4.4%,4.5%,12.6%,17.7%,60.8%
51580,51000,18.4%,1.7%,13.3%,18.8%,47.8%
51590,51000,8.7%,4.3%,20.9%,12.7%,53.4%
51595,51000,1.5%,0.1%,14.8%,14.8%,68.7%
51600,51000,2.5%,1.5%,7.5%,17.3%,71.2%
51610,51000,0.7%,3.3%,3.8%,15.8%,76.5%
51620,51000,1.0%,2.7%,11.5%,19.2%,65.6%
51630,51000,3.8%,0.7%,3.4%,13.6%,78.4%
51640,51000,7.1%,8.6%,4.9%,24.3%,55.1%
51650,51000,0.8%,2.5%,7.8%,11.8%,77.1%
51660,51000,2.9%,6.6%,12.9%,20.5%,57.1%
51670,51000,3.8%,3.8%,14.9%,18.7%,58.8%
51678,51000,1.0%,14.6%,5.9%,12.1%,66.3%
51680,51000,7.0%,3.1%,7.3%,22.2%,60.3%
51683,51000,3.3%,2.3%,2.7%,17.5%,74.2%
51685,51000,7.1%,2.5%,1.7%,16.7%,72.0%
51690,51000,6.3%,7.6%,13.4%,16.3%,56.4%
51700,51000,1.0%,3.8%,3.5%,14.5%,77.2%
51710,51000,0.4%,3.0%,8.7%,21.5%,66.4%
51720,51000,1.7%,5.6%,8.5%,15.5%,68.7%
51730,51000,3.4%,3.3%,11.6%,17.7%,64.0%
51735,51000,0.4%,1.4%,7.3%,21.9%,69.0%
51740,51000,0.0%,1.9%,12.2%,22.5%,63.4%
51750,51000,7.5%,4.5%,11.0%,17.7%,59.3%
51760,51000,6.0%,3.1%,9.2%,27.5%,54.1%
51770,51000,7.0%,5.0%,8.8%,21.2%,58.0%
51775,51000,6.4%,3.9%,6.8%,19.9%,63.0%
51790,51000,2.7%,3.9%,5.7%,15.8%,71.8%
51800,51000,0.7%,4.8%,17.1%,20.8%,56.5%
51810,51000,1.7%,4.1%,6.2%,20.2%,67.8%
51820,51000,2.7%,2.8%,4.9%,18.6%,71.0%
51830,51000,0.5%,0.9%,0.1%,24.9%,73.7%
51840,51000,2.5%,5.6%,3.2%,27.7%,61.1%
53001,53000,7.7%,5.1%,7.2%,7.6%,72.4%
53003,53000,1.4%,2.9%,11.5%,32.0%,52.2%
53005,53000,8.4%,1.1%,6.4%,8.0%,76.1%
53007,53000,6.2%,4.8%,2.9%,29.7%,56.4%
53009,53000,0.1%,0.0%,2.8%,22.5%,74.6%
53011,53000,2.0%,2.1%,4.8%,17.0%,74.1%
53013,53000,8.0%,3.1%,7.9%,22.3%,58.6%
53015,53000,4.1%,2.0%,9.8%,21.6%,62.5%
53017,53000,6.7%,4.7%,4.2%,27.1%,57.3%
53019,53000,8.2%,6.6%,8.2%,20.4%,56.5%
53021,53000,10.6%,1.3%,5.9%,6.9%,75.3%
53023,53000,3.1%,2.9%,8.5%,29.2%,56.3%
53025,53000,3.2%,5.2%,10.8%,14.6%,66.1%
53027,53000,3.0%,0.9%,8.7%,21.3%,66.2%
53029,53000,1.5%,0.9%,6.6%,15.0%,75.9%
53031,53000,1.1%,0.0%,6.4%,17.1%,75.4%
53033,53000,1.6%,2.0%,5.0%,19.1%,72.4%
53035,53000,2.4%,0.3%,5.1%,13.6%,78.6%
53037,53000,3.2%,8.4%,3.3%,17.9%,67.2%
53039,53000,3.8%,2.9%,11.3%,28.8%,53.2%
53041,53000,3.3%,11.2%,12.8%,11.1%,61.6%
53043,53000,1.7%,8.6%,2.3%,10.8%,76.5%
53045,53000,1.1%,2.4%,9.1%,15.2%,72.1%
53047,53000,4.2%,6.6%,7.5%,19.9%,61.7%
53049,53000,8.2%,1.6%,12.8%,6.3%,71.2%
53051,53000,2.7%,12.2%,5.2%,21.2%,58.7%
53053,53000,2.8%,5.7%,10.3%,20.6%,60.6%
53055,53000,1.5%,0.4%,2.1%,22.9%,73.0%
53057,53000,3.5%,9.7%,3.7%,17.7%,65.3%
53059,53000,1.9%,4.8%,9.2%,8.0%,76.0%
53061,53000,1.7%,1.4%,5.6%,19.1%,72.1%
53063,53000,3.3%,5.7%,8.0%,15.1%,67.9%
53065,53000,5.0%,3.9%,6.9%,25.7%,58.5%
53067,53000,2.2%,5.1%,10.9%,13.2%,68.5%
53069,53000,4.5%,5.7%,7.9%,16.1%,65.8%
53071,53000,8.3%,2.2%,6.1%,19.3%,64.1%
53073,53000,4.2%,2.8%,6.1%,12.2%,74.7%
53075,53000,0.2%,0.9%,4.9%,31.0%,62.9%
53077,53000,1.2%,3.5%,6.9%,14.3%,74.0%
54001,54000,9.2%,3.1%,7.1%,28.7%,51.9%
54003,54000,6.5%,4.9%,19.6%,16.6%,52.4%
54005,54000,9.7%,13.8%,9.3%,19.7%,47.5%
54007,54000,10.2%,13.1%,16.7%,20.2%,39.8%
54009,54000,6.7%,11.0%,19.5%,19.2%,43.6%
54011,54000,9.2%,9.0%,15.4%,18.6%,47.6%
54013,54000,8.5%,7.0%,22.7%,21.0%,40.8%
54015,54000,9.8%,9.7%,16.2%,15.2%,49.1%
54017,54000,18.7%,1.1%,7.5%,30.7%,42.0%
54019,54000,14.0%,8.8%,22.6%,13.7%,40.9%
54021,54000,14.1%,7.6%,14.4%,23.6%,40.3%
54023,54000,10.0%,23.2%,6.7%,19.3%,40.7%
54025,54000,7.0%,3.0%,11.3%,23.3%,55.4%
54027,54000,2.1%,3.5%,8.8%,23.6%,61.9%
54029,54000,7.2%,12.8%,15.1%,19.0%,45.9%
54031,54000,3.9%,15.2%,10.3%,23.0%,47.6%
54033,54000,13.2%,2.1%,7.1%,31.9%,45.7%
54035,54000,11.1%,5.5%,9.7%,21.6%,52.2%
54037,54000,4.1%,3.8%,20.0%,16.9%,55.2%
54039,54000,14.5%,3.9%,6.4%,14.7%,60.5%
54041,54000,16.1%,2.9%,6.8%,28.8%,45.4%
54043,54000,9.1%,7.7%,16.4%,16.7%,50.1%
54045,54000,8.2%,11.0%,11.6%,24.7%,44.5%
54047,54000,7.0%,9.5%,18.9%,22.6%,42.0%
54049,54000,6.9%,6.0%,11.1%,28.1%,47.9%
54051,54000,7.5%,9.5%,7.7%,25.6%,49.7%
54053,54000,8.1%,9.5%,19.5%,14.9%,48.1%
54055,54000,7.6%,15.2%,17.4%,10.3%,49.5%
54057,54000,3.3%,1.6%,4.2%,23.4%,67.4%
54059,54000,8.4%,9.3%,9.3%,17.2%,55.8%
54061,54000,4.6%,7.7%,13.9%,22.1%,51.7%
54063,54000,4.8%,6.3%,11.6%,14.0%,63.4%
54065,54000,2.5%,8.5%,16.9%,25.8%,46.3%
54067,54000,6.0%,8.8%,16.6%,14.3%,54.2%
54069,54000,10.8%,6.8%,9.2%,24.3%,49.0%
54071,54000,6.0%,14.2%,12.8%,21.4%,45.6%
54073,54000,8.8%,10.8%,17.0%,28.7%,34.6%
54075,54000,7.5%,3.0%,17.0%,22.7%,49.9%
54077,54000,5.7%,2.8%,8.7%,24.7%,58.0%
54079,54000,8.7%,4.8%,8.8%,18.4%,59.3%
54081,54000,8.7%,8.3%,25.7%,14.8%,42.6%
54083,54000,9.8%,5.0%,14.0%,26.5%,44.7%
54085,54000,14.1%,5.9%,18.3%,26.2%,35.6%
54087,54000,8.2%,2.4%,19.1%,21.0%,49.3%
54089,54000,5.3%,10.4%,16.6%,11.1%,56.7%
54091,54000,7.2%,3.2%,9.2%,28.8%,51.7%
54093,54000,10.8%,8.7%,4.8%,29.2%,46.5%
54095,54000,8.3%,5.6%,13.7%,27.2%,45.2%
54097,54000,13.1%,3.9%,7.7%,27.8%,47.5%
54099,54000,11.1%,11.9%,18.6%,16.2%,42.3%
54101,54000,6.5%,8.3%,16.3%,21.1%,47.9%
54103,54000,5.1%,6.7%,8.1%,27.9%,52.1%
54105,54000,11.2%,5.9%,21.9%,22.2%,38.9%
54107,54000,9.4%,9.9%,14.9%,27.7%,38.1%
54109,54000,7.3%,9.8%,17.6%,24.5%,40.8%
55001,55000,16.3%,18.9%,22.7%,21.3%,20.8%
55003,55000,7.8%,3.8%,11.8%,36.3%,40.3%
55005,55000,13.8%,16.3%,7.0%,25.9%,37.0%
55007,55000,6.7%,3.9%,10.7%,39.2%,39.5%
55009,55000,6.9%,5.3%,18.4%,20.8%,48.6%
55011,55000,3.9%,10.6%,17.2%,26.9%,41.4%
55013,55000,9.7%,16.3%,8.2%,23.6%,42.2%
55015,55000,6.4%,10.0%,14.1%,33.0%,36.5%
55017,55000,5.9%,9.8%,18.4%,24.6%,41.4%
55019,55000,16.2%,14.9%,15.8%,14.6%,38.4%
55021,55000,3.5%,7.3%,8.2%,22.2%,58.9%
55023,55000,20.2%,3.3%,11.0%,15.8%,49.7%
55025,55000,1.7%,2.0%,9.2%,23.0%,64.1%
55027,55000,11.0%,13.8%,16.6%,20.0%,38.6%
55029,55000,2.1%,3.0%,5.9%,26.4%,62.7%
55031,55000,4.4%,4.2%,9.2%,32.7%,49.5%
55033,55000,6.2%,7.6%,17.9%,26.6%,41.7%
55035,55000,4.2%,7.6%,20.3%,25.5%,42.4%
55037,55000,5.3%,7.3%,14.3%,23.8%,49.4%
55039,55000,12.1%,15.5%,15.8%,24.4%,32.2%
55041,55000,8.5%,5.3%,16.2%,21.5%,48.4%
55043,55000,10.3%,10.2%,18.0%,16.6%,44.9%
55045,55000,9.2%,8.4%,11.9%,26.9%,43.6%
55047,55000,9.2%,12.2%,18.4%,11.7%,48.6%
55049,55000,6.5%,7.7%,9.2%,33.3%,43.3%
55051,55000,4.0%,5.2%,14.2%,24.8%,51.8%
55053,55000,2.7%,10.0%,14.0%,32.9%,40.4%
55055,55000,11.4%,9.3%,9.6%,17.9%,51.8%
55057,55000,11.3%,12.4%,18.0%,23.2%,35.2%
55059,55000,7.7%,8.3%,9.7%,15.5%,58.9%
55061,55000,3.3%,3.5%,11.2%,20.8%,61.2%
55063,55000,6.4%,7.2%,7.6%,28.9%,49.8%
55065,55000,5.6%,9.8%,19.7%,25.3%,39.6%
55067,55000,8.5%,10.2%,14.2%,23.9%,43.2%
55069,55000,10.1%,10.5%,13.2%,20.4%,45.9%
55071,55000,17.5%,8.9%,25.9%,13.3%,34.5%
55073,55000,12.3%,13.6%,16.5%,23.6%,34.0%
55075,55000,9.3%,10.4%,6.6%,25.8%,47.9%
55077,55000,17.4%,19.1%,20.0%,16.3%,27.1%
55078,55000,4.2%,10.3%,31.0%,24.6%,30.0%
55079,55000,5.3%,6.7%,11.9%,26.4%,49.7%
55081,55000,7.3%,3.0%,15.4%,28.4%,46.0%
55083,55000,7.0%,8.2%,18.6%,21.5%,44.7%
55085,55000,5.7%,5.0%,15.5%,18.6%,55.2%
55087,55000,8.5%,12.4%,13.5%,30.2%,35.3%
55089,55000,7.6%,11.3%,9.1%,30.0%,42.0%
55091,55000,7.1%,5.6%,19.8%,23.3%,44.3%
55093,55000,6.3%,9.4%,14.4%,25.0%,44.9%
55095,55000,8.1%,11.3%,15.4%,25.3%,39.9%
55097,55000,15.7%,15.9%,21.5%,18.8%,28.0%
55099,55000,5.9%,8.1%,7.9%,15.0%,63.1%
55101,55000,6.1%,6.7%,16.7%,19.3%,51.2%
55103,55000,31.2%,7.4%,5.5%,11.6%,44.3%
55105,55000,2.3%,13.9%,9.6%,27.7%,46.4%
55107,55000,9.5%,13.5%,10.6%,16.8%,49.6%
55109,55000,10.1%,10.2%,8.5%,34.2%,37.0%
55111,55000,6.3%,16.3%,11.3%,19.3%,46.8%
55113,55000,5.8%,12.6%,13.3%,25.6%,42.7%
55115,55000,5.0%,12.1%,35.5%,18.8%,28.6%
55117,55000,12.8%,11.4%,17.4%,19.9%,38.5%
55119,55000,20.1%,16.5%,9.0%,12.0%,42.4%
55121,55000,2.0%,12.6%,8.5%,38.1%,38.7%
55123,55000,15.7%,5.2%,9.3%,24.4%,45.4%
55125,55000,5.1%,4.7%,13.8%,23.1%,53.3%
55127,55000,11.6%,14.6%,13.7%,19.1%,41.0%
55129,55000,8.2%,16.8%,11.7%,24.3%,39.0%
55131,55000,3.1%,14.2%,22.0%,29.8%,30.9%
55133,55000,7.1%,16.5%,14.5%,25.8%,36.1%
55135,55000,7.6%,6.9%,20.6%,14.3%,50.6%
55137,55000,10.9%,14.7%,20.2%,18.6%,35.6%
55139,55000,7.4%,19.4%,12.6%,15.6%,45.0%
55141,55000,13.1%,17.7%,21.5%,18.1%,29.6%
56001,56000,13.6%,10.0%,15.1%,18.1%,43.2%
56003,56000,18.2%,18.7%,12.0%,25.7%,25.3%
56005,56000,21.6%,16.4%,13.1%,20.1%,28.9%
56007,56000,4.4%,13.7%,8.7%,27.8%,45.4%
56009,56000,13.8%,11.3%,12.1%,29.3%,33.5%
56011,56000,14.5%,11.5%,14.3%,19.2%,40.4%
56013,56000,16.0%,6.2%,6.0%,29.4%,42.4%
56015,56000,20.1%,16.9%,11.1%,22.3%,29.6%
56017,56000,20.8%,9.3%,6.8%,30.7%,32.4%
56019,56000,18.3%,20.8%,10.3%,21.6%,29.0%
56021,56000,14.3%,12.7%,10.0%,22.1%,40.9%
56023,56000,13.1%,18.3%,12.8%,23.5%,32.4%
56025,56000,10.0%,8.4%,9.4%,32.5%,39.8%
56027,56000,16.9%,19.1%,17.7%,22.2%,24.1%
56029,56000,18.9%,15.3%,19.1%,20.5%,26.2%
56031,56000,14.9%,14.9%,12.3%,16.0%,41.8%
56033,56000,17.0%,25.1%,9.9%,20.3%,27.8%
56035,56000,22.3%,11.1%,6.1%,23.1%,37.4%
56037,56000,6.1%,29.5%,23.0%,14.6%,26.8%
56039,56000,9.5%,15.7%,16.0%,24.7%,34.0%
56041,56000,9.8%,27.8%,15.4%,20.7%,26.4%
56043,56000,20.4%,15.5%,6.9%,28.5%,28.7%
56045,56000,14.2%,12.9%,14.8%,20.7%,37.4%
